year,month,week_number,inflation_rate,inflation_mom_change
2020,1,20,5.7,0.9000000000000004
2020,1,21,5.7,0.9000000000000004
2020,1,22,5.7,0.9000000000000004
2020,1,23,5.7,0.9000000000000004
2020,1,24,5.7,0.9000000000000004
2020,1,25,5.7,0.9000000000000004
2020,1,26,5.7,0.9000000000000004
2020,1,27,5.7,0.9000000000000004
2020,1,28,5.7,0.9000000000000004
2020,1,29,5.7,0.9000000000000004
2020,1,30,5.7,0.9000000000000004
2020,1,31,5.7,0.9000000000000004
2020,1,32,5.7,0.9000000000000004
2020,1,33,5.7,0.9000000000000004
2020,1,34,5.7,0.9000000000000004
2020,1,35,5.7,0.9000000000000004
2020,1,36,5.7,0.9000000000000004
2020,1,37,5.7,0.9000000000000004
2020,1,38,5.7,0.9000000000000004
2020,1,39,5.7,0.9000000000000004
2020,1,40,5.7,0.9000000000000004
2020,1,41,5.7,0.9000000000000004
2020,1,42,5.7,0.9000000000000004
2020,1,43,5.7,0.9000000000000004
2020,1,44,5.7,0.9000000000000004
2020,1,45,5.7,0.9000000000000004
2020,1,46,5.7,0.9000000000000004
2020,1,47,5.7,0.9000000000000004
2020,1,48,5.7,0.9000000000000004
2020,1,49,5.7,0.9000000000000004
2020,1,50,5.7,0.9000000000000004
2020,1,51,5.7,0.9000000000000004
2020,1,52,5.7,0.9000000000000004
2020,1,53,5.7,0.9000000000000004
2020,2,1,6.2,0.5
2020,2,2,6.2,0.5
2020,2,3,6.2,0.5
2020,2,4,6.2,0.5
2020,2,5,6.2,0.5
2020,2,6,6.2,0.5
2020,2,7,6.2,0.5
2020,2,8,6.2,0.5
2020,2,9,6.2,0.5
2020,2,10,6.2,0.5
2020,2,11,6.2,0.5
2020,2,12,6.2,0.5
2020,2,13,6.2,0.5
2020,2,14,6.2,0.5
2020,2,15,6.2,0.5
2020,2,16,6.2,0.5
2020,2,17,6.2,0.5
2020,2,18,6.2,0.5
2020,2,19,6.2,0.5
2020,2,20,6.2,0.5
2020,2,21,6.2,0.5
2020,2,22,6.2,0.5
2020,2,23,6.2,0.5
2020,2,24,6.2,0.5
2020,2,25,6.2,0.5
2020,2,26,6.2,0.5
2020,2,27,6.2,0.5
2020,2,28,6.2,0.5
2020,2,29,6.2,0.5
2020,2,30,6.2,0.5
2020,2,31,6.2,0.5
2020,2,32,6.2,0.5
2020,2,33,6.2,0.5
2020,2,34,6.2,0.5
2020,2,35,6.2,0.5
2020,2,36,6.2,0.5
2020,2,37,6.2,0.5
2020,2,38,6.2,0.5
2020,2,39,6.2,0.5
2020,2,40,6.2,0.5
2020,2,41,6.2,0.5
2020,2,42,6.2,0.5
2020,2,43,6.2,0.5
2020,2,44,6.2,0.5
2020,2,45,6.2,0.5
2020,2,46,6.2,0.5
2020,2,47,6.2,0.5
2020,2,48,6.2,0.5
2020,2,49,6.2,0.5
2020,2,50,6.2,0.5
2020,2,51,6.2,0.5
2020,2,52,6.2,0.5
2020,2,53,6.2,0.5
2020,3,1,5.4,-0.7999999999999998
2020,3,2,5.4,-0.7999999999999998
2020,3,3,5.4,-0.7999999999999998
